Set,TestSet,Rep,Input,CorrOutput,PredOutput
equalFreq,test_Mutants,4,JH IH0 SH OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,4,K AH1 F,L EY0,L EY0
equalFreq,test_Mutants,4,IY0 D OW1 F,L EY0,L EY0
equalFreq,test_Mutants,4,M OW1 K,L EY0,L EY0
equalFreq,test_Mutants,4,G EH0 SH EH1 JH,W AH0,W AH0
equalFreq,test_Mutants,4,SH EY0 N ZH,W AH0,W AH0
equalFreq,test_Mutants,4,V UH0 D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,4,V AH0 S IH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,4,AH0 T EH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,4,SH OW1 S,W AH0,W AH0
equalFreq,test_Mutants,4,SH AH1 ZH,W AH0,W AH0
equalFreq,test_Mutants,4,EY0 B EY1 ZH,W AH0,W AH0
equalFreq,test_Mutants,4,UW0 N UH1 CH,W AH0,W AH0
equalFreq,test_Mutants,4,EH0 T IH1 F,L EY0,L EY0
equalFreq,test_Mutants,4,S OW1 T,L EY0,L EY0
equalFreq,test_Mutants,4,M UW0 G IH1 F,L EY0,L EY0
equalFreq,test_Mutants,4,UH0 T IY1 D,Y IY0,Y IY0
equalFreq,test_Mutants,4,V EH0 M EH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,4,AH0 CH EH1 K,L EY0,L EY0
equalFreq,test_Mutants,4,T EH0 P IH1 D,Y IY0,L EY0
equalFreq,test_Mutants,4,D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,4,K AH0 Z IH1 F,L EY0,L EY0
equalFreq,test_Mutants,4,UH0 L IH1 S,W AH0,W AH0
equalFreq,test_Mutants,4,UW0 G IY1 G,Y IY0,Y IY0
equalFreq,test_Mutants,4,EY0 Z IY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,4,AH0 G EH1 S,W AH0,W AH0
equalFreq,test_Mutants,4,G EY1 CH,W AH0,W AH0
equalFreq,test_Mutants,4,S OW1 N,Y IY0,Y IY0
equalFreq,test_Mutants,4,JH UW0 SH IH1 SH,W AH0,W AH0
equalFreq,test_Mutants,4,EY0 SH IH1 P,L EY0,L EY0
equalFreq,test_Mutants,4,L OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,4,IH0 JH OW1 D,Y IY0,Y IY0
equalFreq,test_Mutants,4,AH0 G AH1 CH,W AH0,W AH0
equalFreq,test_Mutants,4,F EH1 D,Y IY0,Y IY0
equalFreq,test_Mutants,4,K IY1 F,L EY0,L EY0
equalFreq,test_Mutants,4,P IY0 S EY1 T,L EY0,L EY0
equalFreq,test_Mutants,4,N IY1 JH,W AH0,W AH0
equalFreq,test_Mutants,4,V OW0 T OW1 CH,W AH0,W AH0
equalFreq,test_Mutants,4,P AH1 K,L EY0,L EY0
equalFreq,test_Mutants,4,IY0 V EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,4,JH IH0 M AH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,4,JH AH0 L IH1 F,L EY0,W AH0
equalFreq,test_Mutants,4,G EH0 K OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,4,T EY0 G EY1 V,Y IY0,Y IY0
equalFreq,test_Mutants,4,Z IY1 F,L EY0,L EY0
equalFreq,test_Mutants,4,V IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,4,T EH1 F,L EY0,L EY0
equalFreq,test_Mutants,4,IH0 G EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,4,AH0 T IH1 JH,W AH0,W AH0
equalFreq,test_Mutants,4,M EH0 K EY1 T,L EY0,L EY0
equalFreq,test_Mutants,4,P OW0 JH IY1 CH,W AH0,W AH0
equalFreq,test_Mutants,4,K UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,4,M UW0 JH IY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,4,N UW1 F,L EY0,L EY0
equalFreq,test_Mutants,4,B IY0 CH UW1 SH,W AH0,W AH0
equalFreq,test_Mutants,4,M EY1 K,L EY0,L EY0
equalFreq,test_Mutants,4,T UW0 N UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,4,F EY0 K EY1 P,L EY0,L EY0
equalFreq,test_Mutants,4,IH0 S EY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,4,IY0 K EY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,4,N EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,4,L EY0 Z F,L EY0,?
equalFreq,test_Mutants,4,CH UW0 P AH1 F,L EY0,L EY0
equalFreq,test_Mutants,4,G AH0 D EY1 Z,W AH0,W AH0
equalFreq,test_Mutants,4,Z IY1 K,L EY0,Y IY0
equalFreq,test_Mutants,5,T IH0 S UW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,5,G UH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,5,T IH1 K,L EY0,L EY0
equalFreq,test_Mutants,5,UW0 F EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,SH UW1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,L EH0 JH UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,5,SH OW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,5,S OW1 K,L EY0,L EY0
equalFreq,test_Mutants,5,UW0 Z AH1 SH,W AH0,W AH0
equalFreq,test_Mutants,5,EH0 L AH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,5,K AH0 N IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,5,UH0 T OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,5,D EH0 P UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,5,V EY0 B IY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,5,CH OW0 K EY1 F,L EY0,L EY0
equalFreq,test_Mutants,5,T IY1 F,L EY0,L EY0
equalFreq,test_Mutants,5,IH0 T AH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,5,OW0 V UW1 G,Y IY0,Y IY0
equalFreq,test_Mutants,5,EY0 K IH1 M,Y IY0,L EY0
equalFreq,test_Mutants,5,F OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,5,P IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,5,EH0 T AH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,5,L EH1 T,L EY0,L EY0
equalFreq,test_Mutants,5,UH0 SH AH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,5,T UW0 K F,L EY0,L EY0
equalFreq,test_Mutants,5,JH IH0 SH OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,5,K AH1 F,L EY0,L EY0
equalFreq,test_Mutants,5,IY0 D OW1 F,L EY0,L EY0
equalFreq,test_Mutants,5,M OW1 K,L EY0,L EY0
equalFreq,test_Mutants,5,G EH0 SH EH1 JH,W AH0,W AH0
equalFreq,test_Mutants,5,SH EY0 N ZH,W AH0,W AH0
equalFreq,test_Mutants,5,V UH0 D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,5,V AH0 S IH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,5,AH0 T EH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,5,SH OW1 S,W AH0,W AH0
equalFreq,test_Mutants,5,SH AH1 ZH,W AH0,W AH0
equalFreq,test_Mutants,5,EY0 B EY1 ZH,W AH0,W AH0
equalFreq,test_Mutants,5,UW0 N UH1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,EH0 T IH1 F,L EY0,L EY0
equalFreq,test_Mutants,5,S OW1 T,L EY0,L EY0
equalFreq,test_Mutants,5,M UW0 G IH1 F,L EY0,L EY0
equalFreq,test_Mutants,5,UH0 T IY1 D,Y IY0,Y IY0
equalFreq,test_Mutants,5,V EH0 M EH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,5,AH0 CH EH1 K,L EY0,L EY0
equalFreq,test_Mutants,5,T EH0 P IH1 D,Y IY0,Y IY0
equalFreq,test_Mutants,5,D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,5,K AH0 Z IH1 F,L EY0,L EY0
equalFreq,test_Mutants,5,UH0 L IH1 S,W AH0,W AH0
equalFreq,test_Mutants,5,UW0 G IY1 G,Y IY0,Y IY0
equalFreq,test_Mutants,5,EY0 Z IY1 N,Y IY0,W AH0
equalFreq,test_Mutants,5,AH0 G EH1 S,W AH0,Y IY0
equalFreq,test_Mutants,5,G EY1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,S OW1 N,Y IY0,Y IY0
equalFreq,test_Mutants,5,JH UW0 SH IH1 SH,W AH0,W AH0
equalFreq,test_Mutants,5,EY0 SH IH1 P,L EY0,L EY0
equalFreq,test_Mutants,5,L OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,5,IH0 JH OW1 D,Y IY0,Y IY0
equalFreq,test_Mutants,5,AH0 G AH1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,F EH1 D,Y IY0,Y IY0
equalFreq,test_Mutants,5,K IY1 F,L EY0,L EY0
equalFreq,test_Mutants,5,P IY0 S EY1 T,L EY0,L EY0
equalFreq,test_Mutants,5,N IY1 JH,W AH0,W AH0
equalFreq,test_Mutants,5,V OW0 T OW1 CH,W AH0,?
equalFreq,test_Mutants,5,P AH1 K,L EY0,L EY0
equalFreq,test_Mutants,5,IY0 V EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,5,JH IH0 M AH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,5,JH AH0 L IH1 F,L EY0,Y IY0
equalFreq,test_Mutants,5,G EH0 K OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,5,T EY0 G EY1 V,Y IY0,Y IY0
equalFreq,test_Mutants,5,Z IY1 F,L EY0,Y IY0
equalFreq,test_Mutants,5,V IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,5,T EH1 F,L EY0,L EY0
equalFreq,test_Mutants,5,IH0 G EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,5,AH0 T IH1 JH,W AH0,W AH0
equalFreq,test_Mutants,5,M EH0 K EY1 T,L EY0,L EY0
equalFreq,test_Mutants,5,P OW0 JH IY1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,K UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,5,M UW0 JH IY1 N,Y IY0,W AH0
equalFreq,test_Mutants,5,N UW1 F,L EY0,L EY0
equalFreq,test_Mutants,5,B IY0 CH UW1 SH,W AH0,W AH0
equalFreq,test_Mutants,5,M EY1 K,L EY0,L EY0
equalFreq,test_Mutants,5,T UW0 N UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,5,F EY0 K EY1 P,L EY0,L EY0
equalFreq,test_Mutants,5,IH0 S EY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,5,IY0 K EY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,5,N EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,5,L EY0 Z F,L EY0,W AH0
equalFreq,test_Mutants,5,CH UW0 P AH1 F,L EY0,L EY0
equalFreq,test_Mutants,5,G AH0 D EY1 Z,W AH0,W AH0
equalFreq,test_Mutants,5,Z IY1 K,L EY0,L EY0
equalFreq,test_Mutants,6,T IH0 S UW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,6,G UH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,6,T IH1 K,L EY0,L EY0
equalFreq,test_Mutants,6,UW0 F EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,6,SH UW1 CH,W AH0,W AH0
equalFreq,test_Mutants,6,L EH0 JH UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,6,SH OW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,6,S OW1 K,L EY0,L EY0
equalFreq,test_Mutants,6,UW0 Z AH1 SH,W AH0,W AH0
equalFreq,test_Mutants,6,EH0 L AH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,6,K AH0 N IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,6,UH0 T OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,6,D EH0 P UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,6,V EY0 B IY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,6,CH OW0 K EY1 F,L EY0,L EY0
equalFreq,test_Mutants,6,T IY1 F,L EY0,L EY0
equalFreq,test_Mutants,6,IH0 T AH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,6,OW0 V UW1 G,Y IY0,Y IY0
equalFreq,test_Mutants,6,EY0 K IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,6,F OW1 Z,W AH0,Y IY0
equalFreq,test_Mutants,6,P IH1 V,Y IY0,L EY0
equalFreq,test_Mutants,6,EH0 T AH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,6,L EH1 T,L EY0,L EY0
equalFreq,test_Mutants,6,UH0 SH AH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,6,T UW0 K F,L EY0,L EY0
equalFreq,test_Mutants,6,JH IH0 SH OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,6,K AH1 F,L EY0,L EY0
equalFreq,test_Mutants,6,IY0 D OW1 F,L EY0,L EY0
equalFreq,test_Mutants,6,M OW1 K,L EY0,L EY0
equalFreq,test_Mutants,6,G EH0 SH EH1 JH,W AH0,W AH0
equalFreq,test_Mutants,6,SH EY0 N ZH,W AH0,W AH0
equalFreq,test_Mutants,6,V UH0 D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,6,V AH0 S IH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,6,AH0 T EH1 V,Y IY0,L EY0
equalFreq,test_Mutants,6,SH OW1 S,W AH0,W AH0
equalFreq,test_Mutants,6,SH AH1 ZH,W AH0,W AH0
equalFreq,test_Mutants,6,EY0 B EY1 ZH,W AH0,W AH0
equalFreq,test_Mutants,6,UW0 N UH1 CH,W AH0,W AH0
equalFreq,test_Mutants,6,EH0 T IH1 F,L EY0,L EY0
equalFreq,test_Mutants,6,S OW1 T,L EY0,L EY0
equalFreq,test_Mutants,6,M UW0 G IH1 F,L EY0,L EY0
equalFreq,test_Mutants,6,UH0 T IY1 D,Y IY0,Y IY0
equalFreq,test_Mutants,6,V EH0 M EH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,6,AH0 CH EH1 K,L EY0,L EY0
equalFreq,test_Mutants,6,T EH0 P IH1 D,Y IY0,L EY0
equalFreq,test_Mutants,6,D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,6,K AH0 Z IH1 F,L EY0,L EY0
equalFreq,test_Mutants,6,UH0 L IH1 S,W AH0,W AH0
equalFreq,test_Mutants,6,UW0 G IY1 G,Y IY0,Y IY0
equalFreq,test_Mutants,6,EY0 Z IY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,6,AH0 G EH1 S,W AH0,Y IY0
equalFreq,test_Mutants,6,G EY1 CH,W AH0,Y IY0
equalFreq,test_Mutants,6,S OW1 N,Y IY0,Y IY0
equalFreq,test_Mutants,6,JH UW0 SH IH1 SH,W AH0,W AH0
equalFreq,test_Mutants,6,EY0 SH IH1 P,L EY0,L EY0
equalFreq,test_Mutants,6,L OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,6,IH0 JH OW1 D,Y IY0,Y IY0
equalFreq,test_Mutants,6,AH0 G AH1 CH,W AH0,Y IY0
equalFreq,test_Mutants,6,F EH1 D,Y IY0,L EY0
equalFreq,test_Mutants,6,K IY1 F,L EY0,L EY0
equalFreq,test_Mutants,6,P IY0 S EY1 T,L EY0,L EY0
equalFreq,test_Mutants,6,N IY1 JH,W AH0,W AH0
equalFreq,test_Mutants,6,V OW0 T OW1 CH,W AH0,?
equalFreq,test_Mutants,6,P AH1 K,L EY0,L EY0
equalFreq,test_Mutants,6,IY0 V EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,6,JH IH0 M AH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,6,JH AH0 L IH1 F,L EY0,Y IY0
equalFreq,test_Mutants,6,G EH0 K OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,6,T EY0 G EY1 V,Y IY0,Y IY0
equalFreq,test_Mutants,6,Z IY1 F,L EY0,L EY0
equalFreq,test_Mutants,6,V IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,6,T EH1 F,L EY0,L EY0
equalFreq,test_Mutants,6,IH0 G EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,6,AH0 T IH1 JH,W AH0,W AH0
equalFreq,test_Mutants,6,M EH0 K EY1 T,L EY0,L EY0
equalFreq,test_Mutants,6,P OW0 JH IY1 CH,W AH0,W AH0
equalFreq,test_Mutants,6,K UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,6,M UW0 JH IY1 N,Y IY0,W AH0
equalFreq,test_Mutants,6,N UW1 F,L EY0,L EY0
equalFreq,test_Mutants,6,B IY0 CH UW1 SH,W AH0,W AH0
equalFreq,test_Mutants,6,M EY1 K,L EY0,L EY0
equalFreq,test_Mutants,6,T UW0 N UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,6,F EY0 K EY1 P,L EY0,L EY0
equalFreq,test_Mutants,6,IH0 S EY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,6,IY0 K EY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,6,N EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,6,L EY0 Z F,L EY0,L EY0
equalFreq,test_Mutants,6,CH UW0 P AH1 F,L EY0,L EY0
equalFreq,test_Mutants,6,G AH0 D EY1 Z,W AH0,Y IY0
equalFreq,test_Mutants,6,Z IY1 K,L EY0,L EY0
equalFreq,test_Mutants,7,T IH0 S UW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,7,G UH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,7,T IH1 K,L EY0,L EY0
equalFreq,test_Mutants,7,UW0 F EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,SH UW1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,L EH0 JH UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,7,SH OW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,7,S OW1 K,L EY0,L EY0
equalFreq,test_Mutants,7,UW0 Z AH1 SH,W AH0,W AH0
equalFreq,test_Mutants,7,EH0 L AH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,7,K AH0 N IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,7,UH0 T OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,7,D EH0 P UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,7,V EY0 B IY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,7,CH OW0 K EY1 F,L EY0,L EY0
equalFreq,test_Mutants,7,T IY1 F,L EY0,L EY0
equalFreq,test_Mutants,7,IH0 T AH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,7,OW0 V UW1 G,Y IY0,Y IY0
equalFreq,test_Mutants,7,EY0 K IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,7,F OW1 Z,W AH0,Y IY0
equalFreq,test_Mutants,7,P IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,7,EH0 T AH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,7,L EH1 T,L EY0,L EY0
equalFreq,test_Mutants,7,UH0 SH AH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,7,T UW0 K F,L EY0,L EY0
equalFreq,test_Mutants,7,JH IH0 SH OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,7,K AH1 F,L EY0,L EY0
equalFreq,test_Mutants,7,IY0 D OW1 F,L EY0,L EY0
equalFreq,test_Mutants,7,M OW1 K,L EY0,L EY0
equalFreq,test_Mutants,7,G EH0 SH EH1 JH,W AH0,W AH0
equalFreq,test_Mutants,7,SH EY0 N ZH,W AH0,W AH0
equalFreq,test_Mutants,7,V UH0 D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,7,V AH0 S IH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,7,AH0 T EH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,7,SH OW1 S,W AH0,W AH0
equalFreq,test_Mutants,7,SH AH1 ZH,W AH0,W AH0
equalFreq,test_Mutants,7,EY0 B EY1 ZH,W AH0,W AH0
equalFreq,test_Mutants,7,UW0 N UH1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,EH0 T IH1 F,L EY0,L EY0
equalFreq,test_Mutants,7,S OW1 T,L EY0,L EY0
equalFreq,test_Mutants,7,M UW0 G IH1 F,L EY0,L EY0
equalFreq,test_Mutants,7,UH0 T IY1 D,Y IY0,Y IY0
equalFreq,test_Mutants,7,V EH0 M EH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,7,AH0 CH EH1 K,L EY0,L EY0
equalFreq,test_Mutants,7,T EH0 P IH1 D,Y IY0,L EY0
equalFreq,test_Mutants,7,D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,7,K AH0 Z IH1 F,L EY0,L EY0
equalFreq,test_Mutants,7,UH0 L IH1 S,W AH0,W AH0
equalFreq,test_Mutants,7,UW0 G IY1 G,Y IY0,Y IY0
equalFreq,test_Mutants,7,EY0 Z IY1 N,Y IY0,W AH0
equalFreq,test_Mutants,7,AH0 G EH1 S,W AH0,W AH0
equalFreq,test_Mutants,7,G EY1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,S OW1 N,Y IY0,Y IY0
equalFreq,test_Mutants,7,JH UW0 SH IH1 SH,W AH0,W AH0
equalFreq,test_Mutants,7,EY0 SH IH1 P,L EY0,L EY0
equalFreq,test_Mutants,7,L OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,7,IH0 JH OW1 D,Y IY0,Y IY0
equalFreq,test_Mutants,7,AH0 G AH1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,F EH1 D,Y IY0,Y IY0
equalFreq,test_Mutants,7,K IY1 F,L EY0,L EY0
equalFreq,test_Mutants,7,P IY0 S EY1 T,L EY0,L EY0
equalFreq,test_Mutants,7,N IY1 JH,W AH0,W AH0
equalFreq,test_Mutants,7,V OW0 T OW1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,P AH1 K,L EY0,L EY0
equalFreq,test_Mutants,7,IY0 V EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,7,JH IH0 M AH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,7,JH AH0 L IH1 F,L EY0,Y IY0
equalFreq,test_Mutants,7,G EH0 K OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,7,T EY0 G EY1 V,Y IY0,Y IY0
equalFreq,test_Mutants,7,Z IY1 F,L EY0,L EY0
equalFreq,test_Mutants,7,V IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,7,T EH1 F,L EY0,L EY0
equalFreq,test_Mutants,7,IH0 G EY1 M,Y IY0,Y IY0
equalFreq,test_Mutants,7,AH0 T IH1 JH,W AH0,W AH0
equalFreq,test_Mutants,7,M EH0 K EY1 T,L EY0,L EY0
equalFreq,test_Mutants,7,P OW0 JH IY1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,K UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,7,M UW0 JH IY1 N,Y IY0,W AH0
equalFreq,test_Mutants,7,N UW1 F,L EY0,L EY0
equalFreq,test_Mutants,7,B IY0 CH UW1 SH,W AH0,W AH0
equalFreq,test_Mutants,7,M EY1 K,L EY0,L EY0
equalFreq,test_Mutants,7,T UW0 N UW1 Z,W AH0,W AH0
equalFreq,test_Mutants,7,F EY0 K EY1 P,L EY0,L EY0
equalFreq,test_Mutants,7,IH0 S EY1 N,Y IY0,Y IY0
equalFreq,test_Mutants,7,IY0 K EY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,7,N EH1 CH,W AH0,W AH0
equalFreq,test_Mutants,7,L EY0 Z F,L EY0,W AH0
equalFreq,test_Mutants,7,CH UW0 P AH1 F,L EY0,L EY0
equalFreq,test_Mutants,7,G AH0 D EY1 Z,W AH0,W AH0
equalFreq,test_Mutants,7,Z IY1 K,L EY0,L EY0
equalFreq,test_Mutants,8,T IH0 S UW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,8,G UH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,8,T IH1 K,L EY0,L EY0
equalFreq,test_Mutants,8,UW0 F EH1 CH,W AH0,L EY0
equalFreq,test_Mutants,8,SH UW1 CH,W AH0,W AH0
equalFreq,test_Mutants,8,L EH0 JH UW1 Z,W AH0,Y IY0
equalFreq,test_Mutants,8,SH OW1 B,Y IY0,Y IY0
equalFreq,test_Mutants,8,S OW1 K,L EY0,L EY0
equalFreq,test_Mutants,8,UW0 Z AH1 SH,W AH0,W AH0
equalFreq,test_Mutants,8,EH0 L AH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,8,K AH0 N IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,8,UH0 T OW1 ZH,W AH0,W AH0
equalFreq,test_Mutants,8,D EH0 P UH1 JH,W AH0,W AH0
equalFreq,test_Mutants,8,V EY0 B IY1 B,Y IY0,Y IY0
equalFreq,test_Mutants,8,CH OW0 K EY1 F,L EY0,L EY0
equalFreq,test_Mutants,8,T IY1 F,L EY0,L EY0
equalFreq,test_Mutants,8,IH0 T AH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,8,OW0 V UW1 G,Y IY0,Y IY0
equalFreq,test_Mutants,8,EY0 K IH1 M,Y IY0,Y IY0
equalFreq,test_Mutants,8,F OW1 Z,W AH0,Y IY0
equalFreq,test_Mutants,8,P IH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,8,EH0 T AH1 B,Y IY0,Y IY0
equalFreq,test_Mutants,8,L EH1 T,L EY0,L EY0
equalFreq,test_Mutants,8,UH0 SH AH1 V,Y IY0,W AH0
equalFreq,test_Mutants,8,T UW0 K F,L EY0,L EY0
equalFreq,test_Mutants,8,JH IH0 SH OW1 Z,W AH0,W AH0
equalFreq,test_Mutants,8,K AH1 F,L EY0,L EY0
equalFreq,test_Mutants,8,IY0 D OW1 F,L EY0,L EY0
equalFreq,test_Mutants,8,M OW1 K,L EY0,L EY0
equalFreq,test_Mutants,8,G EH0 SH EH1 JH,W AH0,W AH0
equalFreq,test_Mutants,8,SH EY0 N ZH,W AH0,W AH0
equalFreq,test_Mutants,8,V UH0 D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,8,V AH0 S IH1 G,Y IY0,Y IY0
equalFreq,test_Mutants,8,AH0 T EH1 V,Y IY0,Y IY0
equalFreq,test_Mutants,8,SH OW1 S,W AH0,Y IY0
equalFreq,test_Mutants,8,SH AH1 ZH,W AH0,W AH0
equalFreq,test_Mutants,8,EY0 B EY1 ZH,W AH0,W AH0
equalFreq,test_Mutants,8,UW0 N UH1 CH,W AH0,Y IY0
equalFreq,test_Mutants,8,EH0 T IH1 F,L EY0,L EY0
equalFreq,test_Mutants,8,S OW1 T,L EY0,L EY0
equalFreq,test_Mutants,8,M UW0 G IH1 F,L EY0,L EY0
equalFreq,test_Mutants,8,UH0 T IY1 D,Y IY0,Y IY0
equalFreq,test_Mutants,8,V EH0 M EH1 N,Y IY0,Y IY0
equalFreq,test_Mutants,8,AH0 CH EH1 K,L EY0,L EY0
equalFreq,test_Mutants,8,T EH0 P IH1 D,Y IY0,L EY0
equalFreq,test_Mutants,8,D EH1 P,L EY0,L EY0
equalFreq,test_Mutants,8,K AH0 Z IH1 F,L EY0,L EY0
equalFreq,test_Mutants,8,UH0 L IH1 S,W AH0,W AH0
equalFreq,test_Mutants,8,UW0 G IY1 G,Y IY0,Y IY0
equalFreq,test_Mutants,8,EY0 Z IY1 N,Y IY0,Y IY0
